time,r7i1p1f1,r31i1p1f1,r12i1p1f1,r18i1p1f1,r13i1p1f1,r30i1p1f1,r44i1p1f1,r41i1p1f1,r40i1p1f1,r17i1p1f1,r10i1p1f1,r33i1p1f1,r35i1p1f1,r1i1p1f1,r19i1p1f1,r5i1p1f1,r36i1p1f1,r15i1p1f1,r25i1p1f1,r45i1p1f1,r23i1p1f1,r46i1p1f1,r4i1p1f1,r22i1p1f1,r27i1p1f1,r28i1p1f1,r43i1p1f1,r9i1p1f1,r47i1p1f1,r8i1p1f1,r38i1p1f1,r42i1p1f1,r32i1p1f1,r11i1p1f1,r24i1p1f1,r16i1p1f1,r3i1p1f1,r2i1p1f1,r37i1p1f1,r20i1p1f1,r34i1p1f1,r26i1p1f1,r50i1p1f1,r48i1p1f1,r14i1p1f1,r6i1p1f1,r21i1p1f1,r49i1p1f1,r29i1p1f1,r39i1p1f1
1981-09-16 00:00:00,14861629000000.0,16603077000000.0,14289358000000.0,16105355000000.0,17565580000000.0,15934051000000.0,14062411000000.0,18119517000000.0,14285045000000.0,19282814000000.0,17509988000000.0,18535204000000.0,14665287000000.0,14744864000000.0,16388899000000.0,17570375000000.0,14219869000000.0,16150516000000.0,13925343000000.0,14602125000000.0,16048064000000.0,12893293000000.0,16450355000000.0,17756368000000.0,16242912000000.0,13604397000000.0,14388639000000.0,13300714000000.0,14460920000000.0,13241028000000.0,13263960000000.0,16452625000000.0,16567123000000.0,14674798000000.0,15762483000000.0,14014216000000.0,15953975000000.0,12909491000000.0,14252687000000.0,14693874000000.0,13697645000000.0,13208243000000.0,14052514000000.0,18589690000000.0,16483218000000.0,15889144000000.0,13236338000000.0,17357737000000.0,16754354000000.0,13707009000000.0
1981-10-16 12:00:00,15979455000000.0,17752138000000.0,15579616000000.0,17254513000000.0,18639990000000.0,16857640000000.0,15179086000000.0,19359464000000.0,15308614000000.0,20329242000000.0,18662317000000.0,19877025000000.0,15894632000000.0,16033230000000.0,17690375000000.0,18581308000000.0,15480167000000.0,17398377000000.0,14900210000000.0,15945452000000.0,17383079000000.0,13917077000000.0,17674793000000.0,18953926000000.0,17446897000000.0,14754314000000.0,15678692000000.0,14522384000000.0,15621358000000.0,14381142000000.0,14368337000000.0,17758006000000.0,17714272000000.0,15976879000000.0,16930885000000.0,15165341000000.0,17311981000000.0,14156862000000.0,15622084000000.0,15721948000000.0,15040758000000.0,14546905000000.0,15389943000000.0,19956041000000.0,17927080000000.0,17076184000000.0,14538893000000.0,18571248000000.0,18022952000000.0,15139955000000.0
1981-11-16 00:00:00,17848416000000.0,19518020000000.0,17732418000000.0,19297806000000.0,20614874000000.0,18624847000000.0,17146808000000.0,21357413000000.0,17161052000000.0,22165141000000.0,20542174000000.0,21810943000000.0,18101427000000.0,18073793000000.0,19664273000000.0,20333520000000.0,17514106000000.0,19407783000000.0,16859327000000.0,17840410000000.0,19320920000000.0,15957407000000.0,19588140000000.0,20741578000000.0,19318333000000.0,16678480000000.0,17640544000000.0,16581256000000.0,17747800000000.0,16283955000000.0,16328436000000.0,19689479000000.0,19498053000000.0,17984446000000.0,18791163000000.0,17133016000000.0,19440668000000.0,16554072000000.0,17677767000000.0,17634184000000.0,17107891000000.0,16366512000000.0,17488742000000.0,21792477000000.0,19848688000000.0,19185122000000.0,16726229000000.0,20562806000000.0,20065292000000.0,17161166000000.0
1981-12-16 12:00:00,20035844000000.0,21927289000000.0,20108580000000.0,21655560000000.0,22969433000000.0,20877918000000.0,19535711000000.0,23528523000000.0,19448503000000.0,24343193000000.0,22792125000000.0,23934943000000.0,20684386000000.0,20340827000000.0,21922700000000.0,22535170000000.0,19580118000000.0,21707975000000.0,19229660000000.0,19989780000000.0,21466290000000.0,18533304000000.0,21541132000000.0,22958697000000.0,21651390000000.0,18829575000000.0,19786558000000.0,19126167000000.0,20314027000000.0,18508170000000.0,18583164000000.0,21820288000000.0,21482462000000.0,20229317000000.0,20900477000000.0,19547212000000.0,22016050000000.0,19235655000000.0,19766236000000.0,19567198000000.0,19477033000000.0,18579345000000.0,19717478000000.0,23943075000000.0,21879800000000.0,21512000000000.0,19208499000000.0,22744173000000.0,22111001000000.0,19540946000000.0
1982-01-16 12:00:00,22858634000000.0,24424050000000.0,22438080000000.0,24360138000000.0,25553613000000.0,23290470000000.0,22119940000000.0,26287127000000.0,22056695000000.0,26981380000000.0,25481846000000.0,26590760000000.0,23327335000000.0,22907688000000.0,24430418000000.0,25053784000000.0,21921656000000.0,24268780000000.0,21911195000000.0,22466542000000.0,24051181000000.0,21309870000000.0,23924478000000.0,25534726000000.0,24394903000000.0,21273204000000.0,22411903000000.0,21612300000000.0,23147661000000.0,21269454000000.0,21044925000000.0,24338955000000.0,23812813000000.0,22885733000000.0,23425832000000.0,22114002000000.0,24679239000000.0,21965222000000.0,22311713000000.0,21777214000000.0,22179993000000.0,21167188000000.0,22234287000000.0,26421100000000.0,24308236000000.0,23820946000000.0,22085617000000.0,25478648000000.0,24564094000000.0,22073910000000.0
1982-02-15 00:00:00,25337585000000.0,26553147000000.0,24530613000000.0,26651250000000.0,27746820000000.0,25510281000000.0,24493993000000.0,28596601000000.0,24350057000000.0,29166850000000.0,27689918000000.0,28860175000000.0,25744646000000.0,25146000000000.0,26807967000000.0,27175995000000.0,24072050000000.0,26240409000000.0,24086344000000.0,24561395000000.0,26298362000000.0,23883880000000.0,26082049000000.0,27801325000000.0,26799740000000.0,23569325000000.0,24748312000000.0,23716880000000.0,25716041000000.0,23775834000000.0,23597825000000.0,26721810000000.0,26170330000000.0,25239480000000.0,25761579000000.0,24085084000000.0,26711983000000.0,24492630000000.0,24729958000000.0,24005930000000.0,24427572000000.0,23421992000000.0,24599417000000.0,28617728000000.0,26550804000000.0,25865580000000.0,24571470000000.0,28015720000000.0,26914037000000.0,24368176000000.0
1982-03-16 12:00:00,27292886000000.0,28622390000000.0,26577839000000.0,28460706000000.0,29670966000000.0,27362272000000.0,26392748000000.0,30184112000000.0,26204644000000.0,31030883000000.0,29708190000000.0,30647289000000.0,27630972000000.0,27060580000000.0,28651170000000.0,28974100000000.0,25989564000000.0,27881600000000.0,25720823000000.0,26358114000000.0,28268290000000.0,25959049000000.0,28029147000000.0,29518023000000.0,28455329000000.0,25321248000000.0,26536623000000.0,25621439000000.0,27827534000000.0,25705266000000.0,25592464000000.0,28501558000000.0,28196406000000.0,27066607000000.0,27603251000000.0,25938314000000.0,28539756000000.0,26737558000000.0,26712030000000.0,25773795000000.0,26458860000000.0,25166562000000.0,26409288000000.0,30369684000000.0,28328450000000.0,27806384000000.0,26714682000000.0,30139811000000.0,28751438000000.0,26206712000000.0
1982-04-16 00:00:00,28463210000000.0,29991107000000.0,27781044000000.0,29521567000000.0,30837555000000.0,28689192000000.0,27532867000000.0,31381208000000.0,27469917000000.0,32348494000000.0,30964403000000.0,31916288000000.0,28818417000000.0,28192380000000.0,29837381000000.0,30218675000000.0,27331496000000.0,29139375000000.0,26818766000000.0,27460855000000.0,29312556000000.0,27189521000000.0,29334702000000.0,30587457000000.0,29509920000000.0,26182368000000.0,27513590000000.0,27060657000000.0,29150232000000.0,27053934000000.0,26859356000000.0,29802390000000.0,29551543000000.0,28295798000000.0,28860710000000.0,27115827000000.0,29708958000000.0,28127143000000.0,28033500000000.0,26973955000000.0,27836190000000.0,26294603000000.0,27814405000000.0,31469448000000.0,29477520000000.0,28951754000000.0,28153560000000.0,31458876000000.0,29933905000000.0,27352965000000.0
1982-05-16 12:00:00,28279000000000.0,29857145000000.0,27707264000000.0,29435462000000.0,30483100000000.0,28779540000000.0,27234094000000.0,31243140000000.0,27401460000000.0,32223640000000.0,30663198000000.0,31783510000000.0,28710490000000.0,28067330000000.0,29727163000000.0,30189736000000.0,27422034000000.0,29149972000000.0,26583551000000.0,27327761000000.0,29054497000000.0,26920704000000.0,29431380000000.0,30196256000000.0,29158155000000.0,25843296000000.0,27481784000000.0,27073301000000.0,29142718000000.0,27082092000000.0,26784565000000.0,29668145000000.0,29448242000000.0,28386844000000.0,28911115000000.0,26778536000000.0,29392898000000.0,27750123000000.0,27993617000000.0,26851448000000.0,27513170000000.0,26119995000000.0,27858917000000.0,31212284000000.0,29187121000000.0,28844359000000.0,27791947000000.0,31263000000000.0,29706250000000.0,27208293000000.0
1982-06-16 00:00:00,25788720000000.0,27610317000000.0,25280542000000.0,27079737000000.0,27859330000000.0,26566025000000.0,24159598000000.0,28565697000000.0,25090691000000.0,29169004000000.0,27849960000000.0,29236958000000.0,25963472000000.0,25531257000000.0,27025330000000.0,27452638000000.0,25232415000000.0,26822935000000.0,23870017000000.0,24899903000000.0,25968410000000.0,24091583000000.0,27045367000000.0,27408854000000.0,26243530000000.0,22759057000000.0,25059733000000.0,24798483000000.0,26419954000000.0,24890155000000.0,24400280000000.0,26826877000000.0,26799522000000.0,26310223000000.0,26299154000000.0,23755433000000.0,26591870000000.0,24470410000000.0,25533633000000.0,24647440000000.0,24652462000000.0,23649017000000.0,25565671000000.0,28716976000000.0,26572820000000.0,26368570000000.0,24831903000000.0,28758564000000.0,27080343000000.0,24308980000000.0
1982-07-16 12:00:00,21104435000000.0,22876275000000.0,20058883000000.0,22434288000000.0,22502913000000.0,21370410000000.0,18748570000000.0,23245533000000.0,19705850000000.0,23560597000000.0,22721774000000.0,24125435000000.0,20140245000000.0,19914030000000.0,21283120000000.0,21981209000000.0,20226318000000.0,21187050000000.0,18240490000000.0,20101883000000.0,19823688000000.0,18649460000000.0,21886930000000.0,21927538000000.0,20944467000000.0,17373263000000.0,19649450000000.0,19656333000000.0,20664235000000.0,19368421000000.0,19114750000000.0,21977120000000.0,21500512000000.0,21466276000000.0,20929353000000.0,18253397000000.0,21237445000000.0,18670100000000.0,20445890000000.0,20139578000000.0,19323637000000.0,18657344000000.0,20836113000000.0,23306156000000.0,21316128000000.0,21078758000000.0,18817485000000.0,23874173000000.0,21506973000000.0,18499573000000.0
1982-08-16 12:00:00,17151583000000.0,18819347000000.0,15692254000000.0,18396561000000.0,18279090000000.0,17166163000000.0,14460020000000.0,19143946000000.0,15199334000000.0,19107666000000.0,18671456000000.0,20021508000000.0,16062252000000.0,15710646000000.0,17049697000000.0,17803625000000.0,16090337000000.0,16943275000000.0,14214704000000.0,15958357000000.0,15408239000000.0,14103473000000.0,17701997000000.0,17818477000000.0,16974325000000.0,13084134000000.0,15343198000000.0,15502385000000.0,16482722000000.0,15236215000000.0,14905204000000.0,17696597000000.0,17215040000000.0,17254637000000.0,16854653000000.0,14281797000000.0,16971330000000.0,14417105000000.0,16434861000000.0,16069783000000.0,15147878000000.0,14595005000000.0,16600082000000.0,19103008000000.0,17101891000000.0,16925933000000.0,14441429000000.0,19729566000000.0,17373430000000.0,14125881000000.0
1982-09-16 00:00:00,16046654000000.0,17469894000000.0,14537640000000.0,17128818000000.0,17275977000000.0,15967925000000.0,13355784000000.0,18200058000000.0,13990487000000.0,17624442000000.0,17819171000000.0,19001644000000.0,14822396000000.0,14333757000000.0,15895454000000.0,16740859000000.0,15123345000000.0,15825772000000.0,13085528000000.0,14875898000000.0,14143799000000.0,12799407000000.0,16546905000000.0,16736447000000.0,15744430000000.0,11909584000000.0,14382725000000.0,14479116000000.0,15414257000000.0,14371849000000.0,13937168000000.0,16661152000000.0,16032706000000.0,16314836000000.0,15550473000000.0,13112331000000.0,15658665000000.0,13068443000000.0,15388404000000.0,14842701000000.0,14084597000000.0,13731783000000.0,15615803000000.0,18050649000000.0,15865987000000.0,15691074000000.0,13218383000000.0,18798280000000.0,16466554000000.0,12823719000000.0
1982-10-16 12:00:00,17073172000000.0,18422540000000.0,15697725000000.0,18282638000000.0,18524353000000.0,17179209000000.0,14615096000000.0,19288275000000.0,15334258000000.0,18861820000000.0,19097396000000.0,20197410000000.0,16020610000000.0,15428972000000.0,17007815000000.0,17847915000000.0,16332534000000.0,17035812000000.0,14247984000000.0,16121177000000.0,15245167000000.0,13919606000000.0,17618346000000.0,17911085000000.0,16911516000000.0,12971007000000.0,15831006000000.0,15622288000000.0,16696081000000.0,15759719000000.0,15192053000000.0,17844150000000.0,17253025000000.0,17504420000000.0,16639026000000.0,14220644000000.0,16889071000000.0,14188293000000.0,16639479000000.0,16037660000000.0,15375543000000.0,14855342000000.0,16940969000000.0,19171446000000.0,16819995000000.0,16943132000000.0,14367737000000.0,20048471000000.0,17638055000000.0,13957199000000.0
1982-11-16 00:00:00,19021594000000.0,20194173000000.0,17900562000000.0,20368300000000.0,20543435000000.0,18865306000000.0,16933643000000.0,20926207000000.0,17518169000000.0,20608887000000.0,20974188000000.0,21936214000000.0,18097354000000.0,17262004000000.0,19089358000000.0,19628271000000.0,18374956000000.0,18833432000000.0,16190597000000.0,18054883000000.0,17227112000000.0,16253796000000.0,19559277000000.0,19726269000000.0,18830609000000.0,15142029000000.0,17818120000000.0,17737645000000.0,18774065000000.0,17779395000000.0,17161739000000.0,19787080000000.0,19290076000000.0,19243832000000.0,18786420000000.0,16151546000000.0,19048746000000.0,16357668000000.0,18628330000000.0,17813775000000.0,17490404000000.0,16634774000000.0,18970462000000.0,21064063000000.0,18676604000000.0,18812523000000.0,16470232000000.0,22052380000000.0,19573596000000.0,16123541000000.0
1982-12-16 12:00:00,21548746000000.0,22521519000000.0,20309382000000.0,22734600000000.0,22757262000000.0,21005481000000.0,19409268000000.0,23113467000000.0,20043572000000.0,22735340000000.0,23122426000000.0,23987797000000.0,20312341000000.0,19298446000000.0,21227932000000.0,21820948000000.0,20612068000000.0,21038520000000.0,18540707000000.0,20219775000000.0,19609353000000.0,18807368000000.0,21706438000000.0,21809871000000.0,20863284000000.0,17711734000000.0,20021101000000.0,20121741000000.0,21411314000000.0,19921790000000.0,19337493000000.0,21978157000000.0,21462738000000.0,21298407000000.0,21154983000000.0,18564319000000.0,21367714000000.0,18806584000000.0,20786622000000.0,19991018000000.0,20006234000000.0,18548647000000.0,21137476000000.0,23466770000000.0,20994400000000.0,20939685000000.0,18954180000000.0,24221506000000.0,21839938000000.0,18505374000000.0
1983-01-16 12:00:00,24433452000000.0,25029077000000.0,23029774000000.0,25366675000000.0,25210166000000.0,23581445000000.0,22189450000000.0,25720678000000.0,22484913000000.0,25144223000000.0,25561273000000.0,26449174000000.0,22773599000000.0,21546263000000.0,23701806000000.0,24082463000000.0,23112677000000.0,23516712000000.0,21235879000000.0,22620510000000.0,22218898000000.0,21366800000000.0,24146174000000.0,24452675000000.0,23159663000000.0,20404752000000.0,22457184000000.0,22551946000000.0,24137142000000.0,22408208000000.0,21818560000000.0,24487890000000.0,24019166000000.0,23767298000000.0,23764484000000.0,21146961000000.0,24014966000000.0,21317380000000.0,23343877000000.0,22280843000000.0,22447780000000.0,20767796000000.0,23595802000000.0,25863794000000.0,23548119000000.0,23314832000000.0,21409347000000.0,26723022000000.0,24262291000000.0,21050065000000.0
1983-02-15 00:00:00,26550123000000.0,27401084000000.0,25193250000000.0,27541320000000.0,27482508000000.0,25808677000000.0,24449514000000.0,28025008000000.0,24444846000000.0,27342022000000.0,27659512000000.0,28646510000000.0,24823690000000.0,23706970000000.0,25931507000000.0,26379888000000.0,25285905000000.0,25710910000000.0,23463947000000.0,24837282000000.0,24362703000000.0,23715706000000.0,26250897000000.0,26730900000000.0,25324790000000.0,22594342000000.0,24691719000000.0,24562390000000.0,26368352000000.0,24594872000000.0,24361620000000.0,26770970000000.0,26145892000000.0,25927386000000.0,26057283000000.0,23432335000000.0,26328275000000.0,23489415000000.0,25351707000000.0,24482247000000.0,24651290000000.0,22953555000000.0,26025908000000.0,28067477000000.0,25834862000000.0,25482762000000.0,23789150000000.0,29191555000000.0,26544580000000.0,23340094000000.0
1983-03-16 12:00:00,28058134000000.0,29054936000000.0,26878591000000.0,29476658000000.0,29336785000000.0,27801495000000.0,26339470000000.0,29917410000000.0,26292158000000.0,29246706000000.0,29594275000000.0,30286297000000.0,26625970000000.0,25719298000000.0,27671510000000.0,28238147000000.0,27026149000000.0,27468503000000.0,25335920000000.0,26788323000000.0,26343253000000.0,25789632000000.0,28040977000000.0,28637533000000.0,27142746000000.0,24531100000000.0,26643125000000.0,26317513000000.0,28201252000000.0,26517340000000.0,26245052000000.0,28845360000000.0,27891172000000.0,27852790000000.0,28040774000000.0,25258914000000.0,28345170000000.0,25476610000000.0,27192537000000.0,26442331000000.0,26350890000000.0,24725179000000.0,27862216000000.0,29911723000000.0,27885350000000.0,27142755000000.0,25886791000000.0,31133195000000.0,28409230000000.0,25348238000000.0
1983-04-16 00:00:00,29191990000000.0,30139105000000.0,28003757000000.0,30725000000000.0,30636956000000.0,29167220000000.0,27827588000000.0,30992302000000.0,27447320000000.0,30375355000000.0,30766390000000.0,31473525000000.0,27863844000000.0,26864672000000.0,28803210000000.0,29201114000000.0,28295184000000.0,28679906000000.0,26324106000000.0,28063656000000.0,27659690000000.0,27023540000000.0,29124570000000.0,29793492000000.0,28336516000000.0,25912194000000.0,27947891000000.0,27336194000000.0,29510706000000.0,27718322000000.0,27350637000000.0,30121237000000.0,28972046000000.0,29003505000000.0,29315777000000.0,26499185000000.0,29744700000000.0,26762237000000.0,28509050000000.0,27580246000000.0,27492069000000.0,25808423000000.0,29031227000000.0,31062724000000.0,29362740000000.0,28105798000000.0,27465292000000.0,32470181000000.0,29605201000000.0,26475130000000.0
