time,r9i1p1f1,r8i1p1f1,r1i1p1f1,r11i1p1f1,r5i1p1f1,r7i1p1f1,r2i1p1f1,r3i1p1f1,r4i1p1f1,r6i1p1f1,r10i1p1f1
1990-06-15 00:00:00,23620129000000.0,21411597000000.0,21255602000000.0,22901118000000.0,20145657000000.0,19536925000000.0,22312080000000.0,20306008000000.0,23395900000000.0,20709238000000.0,21800463000000.0
1990-07-15 12:00:00,16573270000000.0,15137132000000.0,14747401000000.0,17647027000000.0,14072361000000.0,13236890000000.0,15557542000000.0,14078775000000.0,16255113000000.0,14518698000000.0,16065616000000.0
1990-08-15 12:00:00,10825727000000.0,10202609000000.0,9176118000000.0,12693786000000.0,8205168000000.0,8505202000000.0,10197186000000.0,9197169000000.0,9951638000000.0,8836499000000.0,11222359000000.0
1990-09-15 00:00:00,8756837000000.0,8365047000000.0,7350246000000.0,10712871000000.0,5970017000000.0,6759163000000.0,8245996400000.0,7363345500000.0,8017561000000.0,6846253400000.0,9324256000000.0
1990-10-15 12:00:00,9434758000000.0,9310556000000.0,8636634000000.0,11494228000000.0,6892756700000.0,7727911300000.0,8980184000000.0,8181031000000.0,9128567000000.0,7907196300000.0,9780630000000.0
1990-11-15 00:00:00,11536109000000.0,11365296000000.0,10914488000000.0,13810918000000.0,9095898000000.0,9748132000000.0,11393544000000.0,10158800000000.0,11907205000000.0,10528599000000.0,11356958000000.0
1990-12-15 12:00:00,14681675000000.0,14495812000000.0,14217959000000.0,16994208000000.0,12736635000000.0,12792222000000.0,14863231000000.0,13276639000000.0,15722904000000.0,13682841000000.0,14233733000000.0
1991-01-15 12:00:00,18231218000000.0,18315900000000.0,17985197000000.0,20829136000000.0,16975900000000.0,16414083000000.0,18453608000000.0,16943168000000.0,19373431000000.0,17317986000000.0,18013080000000.0
1991-02-14 00:00:00,21206220000000.0,21274479000000.0,21208650000000.0,23593929000000.0,19859394000000.0,19630395000000.0,21448110000000.0,19713883000000.0,22116440000000.0,20387966000000.0,20987198000000.0
1991-03-15 12:00:00,23406390000000.0,23832027000000.0,23673627000000.0,25737503000000.0,22179945000000.0,21992040000000.0,23710552000000.0,21952794000000.0,24083471000000.0,22686902000000.0,23435740000000.0
1991-04-15 00:00:00,24851979000000.0,25364814000000.0,25117241000000.0,27042918000000.0,23705480000000.0,23568069000000.0,25462439000000.0,23488702000000.0,25287941000000.0,24298436000000.0,24717346000000.0
1991-05-15 12:00:00,24786657000000.0,25073893000000.0,25010127000000.0,26821700000000.0,23727476000000.0,23373747000000.0,25223240000000.0,23509858000000.0,25085590000000.0,23895710000000.0,24310641000000.0
1991-06-15 00:00:00,22231700000000.0,21930363000000.0,21720312000000.0,24022293000000.0,20564150000000.0,20196341000000.0,22422732000000.0,20799163000000.0,22060846000000.0,21451281000000.0,21044847000000.0
1991-07-15 12:00:00,16246198000000.0,15223824000000.0,15011884000000.0,17732305000000.0,13647672000000.0,12671519000000.0,15571885000000.0,14526055000000.0,15147088000000.0,15874620000000.0,14442802000000.0
1991-08-15 12:00:00,11248377000000.0,9789083000000.0,9429360000000.0,12239434000000.0,8092537300000.0,7152575000000.0,9427283000000.0,9125386000000.0,9526132000000.0,10139657000000.0,9278006000000.0
1991-09-15 00:00:00,9221930000000.0,7817967700000.0,7373989000000.0,10529849000000.0,6119118300000.0,5246598000000.0,7521314000000.0,7257781700000.0,7972457000000.0,8330982000000.0,7585779400000.0
1991-10-15 12:00:00,9948459000000.0,8785873000000.0,8883062000000.0,11397659000000.0,7375621000000.0,6560255300000.0,8430256400000.0,8371511000000.0,8660163000000.0,9172203000000.0,8503798300000.0
1991-11-15 00:00:00,12167575000000.0,11377664000000.0,11378973000000.0,13505124000000.0,9862027000000.0,9137136000000.0,10780886000000.0,10970909000000.0,10907709000000.0,11307934000000.0,10588724000000.0
1991-12-15 12:00:00,15385403000000.0,14960275000000.0,14750283000000.0,16762946000000.0,12671779000000.0,12754366000000.0,14395314000000.0,14634647000000.0,14615223000000.0,14631467000000.0,14070166000000.0
1992-01-15 12:00:00,19081101000000.0,18930502000000.0,18910869000000.0,20553323000000.0,16425861000000.0,16860856000000.0,18450676000000.0,18543775000000.0,18149773000000.0,18043747000000.0,18463918000000.0
1992-02-14 00:00:00,22021524000000.0,22187998000000.0,22257347000000.0,23456041000000.0,19843160000000.0,20012014000000.0,21338283000000.0,21354275000000.0,21036058000000.0,20979326000000.0,21198927000000.0
1992-03-15 12:00:00,24352045000000.0,24322186000000.0,24753318000000.0,25857796000000.0,22351098000000.0,22178897000000.0,23672834000000.0,23854000000000.0,23324659000000.0,22945204000000.0,23186626000000.0
1992-04-15 00:00:00,25828020000000.0,25888142000000.0,26260997000000.0,27307423000000.0,23880171000000.0,23427012000000.0,25371697000000.0,25190013000000.0,24678470000000.0,24004123000000.0,24784306000000.0
1992-05-15 12:00:00,25761107000000.0,25931990000000.0,26235250000000.0,26975584000000.0,23790891000000.0,23114717000000.0,25086896000000.0,24793768000000.0,24231836000000.0,23627618000000.0,24978488000000.0
1992-06-15 00:00:00,22953710000000.0,23015572000000.0,23588103000000.0,24019395000000.0,20734716000000.0,20249924000000.0,22379443000000.0,21583515000000.0,21068041000000.0,20716787000000.0,22455993000000.0
1992-07-15 12:00:00,17003768000000.0,17069588000000.0,17048473000000.0,17782200000000.0,14905350000000.0,13638784000000.0,16965744000000.0,15341774000000.0,14928285000000.0,14830970000000.0,17034778000000.0
