time,r4i1p1f1,r8i1p1f1,r7i1p1f1,r9i1p1f1,r3i1p1f1,r5i1p1f1,r6i1p1f1,r1i1p1f1,r2i1p1f1
1985-11-16 00:00:00,0.15570588,0.14386396,0.14395362,0.14700581,0.13264638,0.15003404,0.12862182,0.15639925,0.14682409
1985-12-16 12:00:00,0.13813113,0.13622586,0.14466365,0.14790888,0.13401523,0.129689,0.13750952,0.13320428,0.15628828
1986-01-16 12:00:00,0.14692084,0.13643695,0.14029975,0.13658227,0.14656207,0.1221683,0.14398865,0.13865176,0.14440377
1986-02-15 00:00:00,0.13215251,0.14458224,0.15966581,0.12917772,0.13341519,0.14855039,0.15262084,0.13058403,0.1285239
1986-03-16 12:00:00,0.13171138,0.120445594,0.119581155,0.12758912,0.11764128,0.127977,0.14524253,0.13643709,0.1264406
1986-04-16 00:00:00,0.1157802,0.12145438,0.11417689,0.1230843,0.106899,0.1186478,0.117375635,0.12118341,0.11612336
1986-05-16 12:00:00,0.1087682,0.09928455,0.093540445,0.09684422,0.1085248,0.10525332,0.1120133,0.09868068,0.10957976
1986-06-16 00:00:00,0.09834962,0.099000454,0.09366254,0.09738596,0.09182086,0.10023338,0.09007551,0.09623944,0.09615278
1986-07-16 12:00:00,0.10082288,0.103837974,0.09794201,0.096225835,0.10132353,0.08591602,0.098026626,0.092509635,0.09598316
1986-08-16 12:00:00,0.107631996,0.110738024,0.09402693,0.09849915,0.0923558,0.10675687,0.10084949,0.10465909,0.10629073
1986-09-16 00:00:00,0.123829305,0.108552486,0.12981501,0.1203556,0.11520761,0.11714285,0.11301812,0.11898718,0.11203253
1986-10-16 12:00:00,0.13006651,0.14199373,0.14293018,0.12843396,0.14059137,0.13417518,0.137654,0.13226403,0.14529377
1986-11-16 00:00:00,0.14254998,0.13242158,0.14523914,0.15033811,0.14708571,0.1419414,0.1418026,0.14741452,0.1515568
1986-12-16 12:00:00,0.14861302,0.14167704,0.14965713,0.14135808,0.1423241,0.136945,0.14881092,0.14889827,0.13721688
1987-01-16 12:00:00,0.15150003,0.13885327,0.13286231,0.13893516,0.13636097,0.14201364,0.15914094,0.14326112,0.14793152
1987-02-15 00:00:00,0.12262724,0.13401774,0.13041833,0.13380556,0.13582607,0.13481617,0.14229707,0.1158097,0.1256974
1987-03-16 12:00:00,0.12540133,0.12005061,0.13065784,0.12293553,0.13117208,0.12425408,0.139942,0.122796796,0.1255869
1987-04-16 00:00:00,0.11139977,0.10543313,0.11177928,0.1096029,0.11350559,0.12221183,0.13393463,0.12195688,0.10563252
1987-05-16 12:00:00,0.10538195,0.09763956,0.099613175,0.099678196,0.10005453,0.09731664,0.120228626,0.109385155,0.11478868
1987-06-16 00:00:00,0.09378092,0.10346691,0.0921763,0.08763194,0.105567165,0.10650357,0.09758477,0.09910912,0.101328276
1987-07-16 12:00:00,0.10387461,0.09543243,0.09228306,0.10061193,0.10920926,0.09654117,0.09907916,0.10080431,0.101384096
1987-08-16 12:00:00,0.10594213,0.102164656,0.112327136,0.10232171,0.09461638,0.10782783,0.10861086,0.104344524,0.10469182
